CUPOM;DATA;PLACA;POSTO;KM ATUAL;KM FINAL;DESCRIÇÃO DO ABASTECIMENTO;CONSUMO;DESCONTO;VALOR UNIT;CUSTO TOTAL;C/ DESC;KM Rodados ;KM/Litro;;;;;;;;;;;;
285610;16/08/2024;SIX 6A60;TATITA FERNÃO DIAS;52628;;ARLA;31,00;11,16;3,69;R$ 103,24;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
980006;16/08/2024;SYJ 0E53;GAVIÃO DA ANHANGUERA;49140;;DIESEL;67,18;;5,96;R$ 400,39;R$ 5,96;#NOME?;#NOME?;;;;;;;;;;;;
980007;16/08/2024;SYJ 0E53;GAVIÃO DA ANHANGUERA;49140;;ARLA;26,00;;2,83;R$ 73,58;R$ 2,83;#NOME?;#NOME?;;;;;;;;;;;;
1436005;16/08/2024;SYR 8F16;AUTO POSTO NUELE;35119;;DIESEL;100,28;;6,23;R$ 624,74;R$ 6,23;#NOME?;#NOME?;;;;;;;;;;;;
1436005;16/08/2024;SYR 8F16;AUTO POSTO NUELE;35119;;ARLA;12,07;;3,29;R$ 39,69;R$ 3,29;#NOME?;#NOME?;;;;;;;;;;;;
200124;17/08/2024;OQD 1416;POSTO PELANDA ;115017;;DIESEL;431,03;;5,85;R$ 2.521,53;R$ 5,85;#NOME?;#NOME?;;;;;;;;;;;;
828122;18/08/2024;QWS 8608;DOM PEDRO POUSO ALEGRE;291046;;DIESEL;131,00;;5,79;R$ 758,49;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
176001;19/08/2024;BPQ 3I53;POSTO NACIONAL;202571;;DIESEL;47,90;;6,34;R$ 304,13;R$ 6,35;#NOME?;#NOME?;;;;;;;;;;;;
"	321674";19/08/2024;EWJ 1D79;DOM PEDRO ESTIVA;730812;;DIESEL;150,01;;5,69;R$ 853,56;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
321675;19/08/2024;EWJ 1D79;DOM PEDRO ESTIVA;730812;;ARLA;18,08;;2,99;R$ 54,06;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
306171;19/08/2024;OOY 7286;BEIRA MINHO;421764;;DIESEL;104,24;;6,09;R$ 634,82;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
31979;19/08/2024;OQD 1416;POSTO TULIO;115935;;DIESEL;440,01;;5,88;R$ 2.587,26;R$ 5,88;#NOME?;#NOME?;;;;;;;;;;;;
286489;19/08/2024;PZE 8684;TATITA FERNÃO DIAS;446576;;ARLA;18,83;6,78;3,69;R$ 62,69;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
286465;19/08/2024;QMQ 5351;TATITA FERNÃO DIAS;;;ARLA;28,02;10,09;3,69;R$ 93,29;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
306093;19/08/2024;QWS 8608;BEIRA MINHO;291220;;ARLA;15,82;;3,49;R$ 55,21;R$ 3,49;#NOME?;#NOME?;;;;;;;;;;;;
427074;19/08/2024;SIJ 7J52;TATITA FERNÃO DIAS;42886;;DIESEL;54,13;;6,19;R$ 335,06;R$ 6,19;#NOME?;#NOME?;;;;;;;;;;;;
286464;19/08/2024;SYR 8F16;TATITA FERNÃO DIAS;35797;;ARLA;30,34;10,92;3,69;R$ 101,04;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
382030;20/08/2024;FSR 0H16;IMPERADOR DOM PEDRO I;178480;;GASOLINA;34,76;;5,99;R$ 208,21;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
"	464389	";20/08/2024;PZA 3995;DOM PEDRO CAMBUÍ;341721;;GASOLINA;41,68;;5,89;R$ 245,50;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
39484;20/08/2024;QNU 5805;COMBO AUTO POSTO;371578;;DIESEL;58,78;;6,09;R$ 357,97;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
286627;20/08/2024;RMF 8H75;TATITA FERNÃO DIAS;271492;;GASOLINA;44,28;;5,99;R$ 265,24;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
307868;21/08/2024;AXS 9G25;BEIRA MINHO;1000813;;DIESEL;273,05;;6,09;R$ 1.662,87;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
605013;22/08/2024;BPQ 3I53;RECANTO DA GLORIA;203561;;DIESEL;31,31;;6,39;R$ 200,07;R$ 6,39;#NOME?;#NOME?;;;;;;;;;;;;
172138;22/08/2024;EWJ 1D79;POSTO UNIAO DE IBATE;731950;;DIESEL;152,00;;5,69;R$ 864,88;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
309019;22/08/2024;FJV 3D37;BEIRA MINHO;131023;;DIESEL;89,45;;6,09;R$ 544,75;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
259055;22/08/2024;FZG 5A23;WC RODOPOSTO;221679;;DIESEL;252,00;;5,79;R$ 1.459,08;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
259056;22/08/2024;FZG 5A23;WC RODOPOSTO;221679;;ARLA;25,05;;3,25;R$ 81,41;R$ 3,25;#NOME?;#NOME?;;;;;;;;;;;;
308688;22/08/2024;OQK 6717;BEIRA MINHO;344825;;DIESEL;107,72;;6,09;R$ 656,01;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
272369;23/08/2024;EWJ 1D79;DOM PEDRO BRAGANÇA ;732488;;DIESEL;140,16;;5,79;R$ 811,53;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
287291;23/08/2024;OQG 0668;TATITA FERNÃO DIAS;1023930;;ARLA;23,70;8,54;3,69;R$ 78,93;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
830218;23/08/2024;PVD 2450;DOM PEDRO POUSO ALEGRE;703608;;ARLA;23,26;;2,99;R$ 69,55;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
308890;23/08/2024;PZA 3995;TATITA FERNÃO DIAS;342201;;GASOLINA;37,31;;5,99;R$ 223,49;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
40165;23/08/2024;QNU 5805;COMBO AUTO POSTO;372166;;DIESEL;82,15;;6,09;R$ 500,29;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
287365;23/08/2024;RMF 8H75;TATITA FERNÃO DIAS;317943;;GASOLINA;37,14;;R$ 5,99;R$ 222,47;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
"288867	";24/08/2024;OQD 1416;DOM PEDRO OLIVEIRA;1153422;;DIESEL;526,08;;5,69;R$ 2.993,40;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
"	467168	";25/08/2024;FMZ 8I54;DOM PEDRO SÃO JORGE;303217;;DIESEL;583,01;;5,69;R$ 3.317,33;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
467169;25/08/2024;FMZ 8I54;DOM PEDRO SÃO JORGE;303217;;ARLA;49,51;;2,99;R$ 148,03;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
"547994	";25/08/2024;OQD 1416;DOM PEDRO SALINAS;115399;;DIESEL;468,24;;5,79;R$ 2.711,12;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
2890829;25/08/2024;OQG 0668;SIM REDE DE POSTOS;1025270;;DIESEL;380,50;;5,83;R$ 2.218,32;R$ 5,83;#NOME?;#NOME?;;;;;;;;;;;;
287919;26/08/2024;FSR 0H16;TATITA FERNÃO DIAS;178923;;GASOLINA;35,42;;5,99;R$ 212,17;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
643485;26/08/2024;NYF 1166;DOM PEDRO ITATIAIUÇU;780772;;DIESEL;143,40;;5,75;R$ 824,55;R$ 5,75;#NOME?;#NOME?;;;;;;;;;;;;
"	467234";26/08/2024;OQD 1416;DOM PEDRO SÃO JORGE;115426;;DIESEL;560,00;;5,69;R$ 3.186,40;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
429146;26/08/2024;SIJ 7J52;POSTO ZÉ RAMOS;43672;;DIESEL;60,10;;6,19;R$ 372,02;R$ 6,19;#NOME?;#NOME?;;;;;;;;;;;;
287947;26/08/2024;SIX 6A60;TATITA FERNÃO DIAS;53628;;ARLA;20,02;7,21;3,69;R$ 66,66;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
3080811;27/08/2024;AXS 9G25;POSTOS TIO ZICO;1002157;;DIESEL;208,00;;5,78;R$ 1.202,24;R$ 5,78;#NOME?;#NOME?;;;;;;;;;;;;
429763;27/08/2024;EWJ 1D79;TATITA FERNÃO DIAS;733094;;ARLA;23,78;;3,69;R$ 87,75;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
274671;27/08/2024;EWJ 1D79;DOM PEDRO BRAGANÇA ;733025;;DIESEL;138,22;;5,79;R$ 800,29;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
429720;27/08/2024;FZG 5A23;TATITA FERNÃO DIAS;223505;;DIESEL;236,39;;6,19;R$ 1.463,25;R$ 6,19;#NOME?;#NOME?;;;;;;;;;;;;
429720;27/08/2024;FZG 5A23;TATITA FERNÃO DIAS;223505;;ARLA;25,58;;3,69;R$ 94,39;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
288132;27/08/2024;QQM 5087;TATITA FERNÃO DIAS;327201;;DIESEL;73,29;;6,09;R$ 446,34;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
41314;27/08/2024;QUM 8566;COMBO AUTO POSTO;152700;;GASOLINA;46,51;;6,26;R$ 291,15;R$ 6,26;#NOME?;#NOME?;;;;;;;;;;;;
288131;27/08/2024;SYN 6C07 ;TATITA FERNÃO DIAS;24799;;ARLA;1,00;0,36;3,69;R$ 3,33;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
182633;28/08/2024;OQD 1416;COMBUSTIVEIS PARANA;115530;;DIESEL;420,03;;5,99;R$ 2.515,98;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
288367;28/08/2024;PZA 3995;TATITA FERNÃO DIAS;342756;;GASOLINA;45,24;;5,99;R$ 270,99;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
288369;28/08/2024;QPA 8450;TATITA FERNÃO DIAS;39557;;ARLA;20,01;7,2;3,69;R$ 66,62;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
41617;28/08/2024;QWS 8608;COMBO AUTO POSTO;292899;;DIESEL;129,55;;6,37;R$ 825,23;R$ 6,37;#NOME?;#NOME?;;;;;;;;;;;;
635853;29/08/2024;AXS 9G25;SIM REDE DE POSTOS;1033270;;DIESEL;299,00;;5,89;R$ 1.761,11;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
213292;29/08/2024;BPQ 3I53;ULTRAMARINO;204425;;DIESEL;32,86;;5,46;R$ 179,42;R$ 5,46;#NOME?;#NOME?;;;;;;;;;;;;
323636;29/08/2024;EWJ 1D79;DOM PEDRO ESTIVA;733650;;DIESEL;164,00;;5,75;R$ 943,00;R$ 5,75;#NOME?;#NOME?;;;;;;;;;;;;
101012;29/08/2024;FMZ 8I54;AUTO POSTO PILAR;305321;;DIESEL;585,44;;6,06;R$ 3.547,75;R$ 6,06;#NOME?;#NOME?;;;;;;;;;;;;
314382;29/08/2024;OOY 7286;BEIRA MINHO;422428;;DIESEL;122,23;;6,09;R$ 744,38;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
"	707690";29/08/2024;OQD 1416;DOM PEDRO CAETANOPOLIS;1156052;;DIESEL;455,77;;5,79;R$ 2.638,92;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
288641;29/08/2024;QMQ 5351;TATITA FERNÃO DIAS;;;ARLA;21,75;7,83;3,69;R$ 72,44;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
430304;29/08/2024;SYR 8F16;POSTO ZÉ RAMOS;37537;;ARLA;10,01;;3,69;R$ 36,93;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
"	61504";30/08/2024;AXS 9G25;DOM PEDRO DE MIRACATU;1004025;;DIESEL;200,00;;5,59;R$ 1.118,00;R$ 5,59;#NOME?;#NOME?;;;;;;;;;;;;
315382;30/08/2024;FJV 3D37;BEIRA MINHO;131538;;DIESEL;100,80;;6,09;R$ 613,87;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
315382;30/08/2024;FJV 3D37;BEIRA MINHO;131538;;ARLA;6,49;;3,49;R$ 22,65;R$ 3,49;#NOME?;#NOME?;;;;;;;;;;;;
1185735;30/08/2024;FMZ 8I54;POSTO JENIPAPO;306554;;DIESEL;362,02;18,15;6,19;R$ 2.222,75;R$ 6,14;#NOME?;#NOME?;;;;;;;;;;;;
315002;30/08/2024;OQK 6717;BEIRA MINHO;345398;;DIESEL;104,21;;6,09;R$ 634,64;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
"	163106";30/08/2024;PVD 2450;DOM PEDRO ITAGUARA;704568;;DIESEL;120,15;;5,69;R$ 683,65;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
42228;30/08/2024;QWS 8608;COMBO AUTO POSTO;293591;;DIESEL;161,16;;6,37;R$ 1.026,59;R$ 6,37;#NOME?;#NOME?;;;;;;;;;;;;
315395;30/08/2024;SIJ 7J52;BEIRA MINHO;44388;;DIESEL;61,00;;6,09;R$ 371,49;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
669996;30/08/2024;SYJ 0E53;POSTO SÃO JOAQUIM;50362;;DIESEL;83,47;;5,99;R$ 500,00;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
198660;01/09/2024;FMZ 8I54;POSTO JR FAISÃO;2512;;DIESEL;100,00;;5,79;R$ 579,00;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
531507;01/09/2024;OQD 1416;GRAAL ALEMÃO;115692;;DIESEL;373,10;246,24;6,50;R$ 2.178,88;R$ 5,84;#NOME?;#NOME?;;;;;;;;;;;;
278409;02/09/2024;PVD 2450;DOM PEDRO BRAGANÇA ;704989;;DIESEL;83,19;;5,79;R$ 481,67;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
289826;03/09/2024;PZA 3995;TATITA FERNÃO DIAS;343198;;GASOLINA;43,55;;5,99;R$ 260,86;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
43345;03/09/2024;QUM 8566;COMBO AUTO POSTO;153215;;GASOLINA;51,46;;6,26;R$ 322,15;R$ 6,26;#NOME?;#NOME?;;;;;;;;;;;;
289860;03/09/2024;SYJ 0E53;TATITA FERNÃO DIAS;51314;;ARLA;29,05;10,46;3,69;R$ 96,74;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
431799;03/09/2024;SYR 8F16;POSTO ZÉ RAMOS;38170;;ARLA;32,94;;3,69;R$ 121,54;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
"	324636	";04/09/2024;EWJ 1D79;DOM PEDRO ESTIVA;734678;;DIESEL;153,35;;5,75;R$ 881,76;R$ 5,75;#NOME?;#NOME?;;;;;;;;;;;;
"60472	";04/09/2024;OQG 0668;DOM PEDRO SÃO GONÇALO;28250;;DIESEL;459,70;;5,79;R$ 2.661,65;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
290040;04/09/2024;SIX 6A60;TATITA FERNÃO DIAS;55067;;ARLA;28,51;10,26;3,69;R$ 94,94;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
331940;05/09/2024;BPQ 3I53;AUTO POSTO SACI;205389;;DIESEL;34,35;;5,99;R$ 205,76;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
290311;05/09/2024;EZT 5167;TATITA FERNÃO DIAS;243109;;GASOLINA;28,60;;5,99;R$ 171,31;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
1195946;05/09/2024;OQD 1416;POSTO JENIPAPO;116206;;DIESEL;420,51;;6,19;R$ 2.602,96;R$ 6,19;#NOME?;#NOME?;;;;;;;;;;;;
669996;05/09/2024;SYJ 0E53;POSTO SÃO JOAQUIM;51971;;DIESEL;66,78;;5,99;R$ 400,00;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
836735;06/09/2024;QWS 8608;DOM PEDRO POUSO ALEGRE;294505;;DIESEL;117,01;;5,79;R$ 677,49;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
920875;06/09/2024;QWS 8608;BEIRA MINHO;29468;;ARLA;10,00;;3,49;R$ 34,90;R$ 3,49;#NOME?;#NOME?;;;;;;;;;;;;
320936;06/09/2024;SIJ 7J52;BEIRA MINHO;45150;;DIESEL;60,93;;6,09;R$ 371,06;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
1190834;07/09/2024;ASW 9991;POSTO JENIPAPO;881405;;DIESEL;589,01;;6,19;R$ 3.645,97;R$ 6,19;#NOME?;#NOME?;;;;;;;;;;;;
"61984	";08/09/2024;ASW 9991;DOM PEDRO SANTO ESTEVÃO;802026;;DIESEL;355,62;;5,69;R$ 2.023,48;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
1723568;08/09/2024;SIX 6A60;SIM REDE DE POSTOS;55674;;DIESEL;281,00;;5,88;R$ 1.652,28;R$ 5,88;#NOME?;#NOME?;;;;;;;;;;;;
1723568;08/09/2024;SIX 6A60;SIM REDE DE POSTOS;55674;;ARLA;11,51;;2,85;R$ 32,80;R$ 2,85;#NOME?;#NOME?;;;;;;;;;;;;
54943;09/09/2024;BPQ 3I53;;205905;;DIESEL;25,00;;6,09;R$ 152,25;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
325337;09/09/2024;EWJ 1D79;DOM PEDRO ESTIVA;735177;;DIESEL;122,00;;5,75;R$ 701,50;R$ 5,75;#NOME?;#NOME?;;;;;;;;;;;;
323697;09/09/2024;FJV 3D37;BEIRA MINHO;132087;;DIESEL;100,36;;6,09;R$ 611,19;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
323697;09/09/2024;FJV 3D37;BEIRA MINHO;132087;;ARLA;10,69;;3,49;R$ 37,32;R$ 3,49;#NOME?;#NOME?;;;;;;;;;;;;
812791;09/09/2024;OQD 1416;POSTO OURO VERDE;115863;;DIESEL;100,00;;5,69;R$ 569,00;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
871586;09/09/2024;OQG 0668;SIM REDE DE POSTOS;1029919;;DIESEL;440,41;;5,86;R$ 2.580,80;R$ 5,86;#NOME?;#NOME?;;;;;;;;;;;;
323518;09/09/2024;OQK 6717;BEIRA MINHO;346114;;DIESEL;116,30;;6,09;R$ 708,27;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
"203959	";10/09/2024;FMZ 8I54;DOM PEDRO LORENA;309150;;DIESEL;387,04;;5,69;R$ 2.202,26;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
291448;10/09/2024;FZG 4F66;TATITA FERNÃO DIAS;474362;;DIESEL;43,29;;6,09;R$ 263,64;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
480420;10/09/2024;FZG 4F66;DOM PEDRO ATIBAIA;474665;;DIESEL;17,27;;5,79;R$ 100,00;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
"	398711";10/09/2024;FZG 5A23;DOM PEDRO ITAPEVA;225344;;ARLA;25,82;;2,99;R$ 77,20;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
838687;10/09/2024;GWI 4D64;DOM PEDRO POUSO ALEGRE;127630;;DIESEL;215,00;;5,79;R$ 1.244,85;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
72360;10/09/2024;NYF 1166;ESTRELA REAL ;782892;;DIESEL;202,64;;6,34;R$ 1.284,74;R$ 6,34;#NOME?;#NOME?;;;;;;;;;;;;
2381828;10/09/2024;OQG 0668;SIM REDE DE POSTOS;573277;;DIESEL;389,00;;5,86;R$ 2.279,54;R$ 5,86;#NOME?;#NOME?;;;;;;;;;;;;
480328;10/09/2024;SIX 6A60;DOM PEDRO ATIBAIA;57319;;ARLA;27,78;;2,99;R$ 83,06;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
697320;10/09/2024;SYJ 0E53;GAVIÃO DA ANHANGUERA;52668;;DIESEL;101,86;;5,96;R$ 607,09;R$ 5,96;#NOME?;#NOME?;;;;;;;;;;;;
333241;10/09/2024;;SIM REDE DE POSTOS;;;ARLA;35,00;;3,89;R$ 136,15;R$ 3,89;#NOME?;#NOME?;;;;;;;;;;;;
"	284630";11/09/2024;EBO 0I79;DOM PEDRO BRAGANÇA ;;;ARLA;39,21;;2,99;R$ 117,24;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
434382;11/09/2024;EWJ 1D79;POSTO ZÉ RAMOS;735939;;ARLA;18,71;;3,69;R$ 69,04;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
"	325692";11/09/2024;EWJ 1D79;DOM PEDRO ESTIVA;735622;;DIESEL;118,26;;5,75;R$ 680,00;R$ 5,75;#NOME?;#NOME?;;;;;;;;;;;;
434220;11/09/2024;RMF 8H75;POSTO ZÉ RAMOS;220258;;GASOLINA;39,06;;6,09;R$ 237,88;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
697320;11/09/2024;SYJ 0E53;GAVIÃO DA ANHANGUERA;53589;;ARLA;29,00;;2,93;R$ 84,97;R$ 2,93;#NOME?;#NOME?;;;;;;;;;;;;
597320;11/09/2024;SYJ 0E53;GAVIÃO DA ANHANGUERA;53589;;DIESEL;104,12;;5,96;R$ 620,57;R$ 5,96;#NOME?;#NOME?;;;;;;;;;;;;
325652;12/09/2024;AXS 9G25;BEIRA MINHO;1005112;;DIESEL;348,72;;6,09;R$ 2.123,70;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
236267;12/09/2024;BPQ 3I53;ULTRAMARINO;206442;;DIESEL;25,30;3,8;6,09;R$ 150,28;R$ 5,94;#NOME?;#NOME?;;;;;;;;;;;;
"	285332	";12/09/2024;BPQ 3I53;DOM PEDRO BRAGANÇA ;206722;;DIESEL;34,55;;5,79;R$ 200,04;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
326059;12/09/2024;EWJ 1D79;DOM PEDRO ESTIVA;736060;;DIESEL;114,00;;5,75;R$ 655,50;R$ 5,75;#NOME?;#NOME?;;;;;;;;;;;;
470681;12/09/2024;FMZ 8I54;DOM PEDRO CAMBUÍ;309781;;ARLA;51,35;;2,99;R$ 153,54;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
310107;12/09/2024;FZG 5A23;MAHLE CAPINA;226315;;DIESEL;238,00;;5,94;R$ 1.413,72;R$ 5,94;#NOME?;#NOME?;;;;;;;;;;;;
292017;12/09/2024;PZA 3995;TATITA FERNÃO DIAS;344020;;GASOLINA;28,04;;5,99;R$ 167,96;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
325944;12/09/2024;PZE 8684;BEIRA MINHO;449968;;DIESEL;130,05;;6,09;R$ 792,00;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
325944;12/09/2024;PZE 8684;BEIRA MINHO;449968;;ARLA;23,00;;3,49;R$ 80,27;R$ 3,49;#NOME?;#NOME?;;;;;;;;;;;;
291953;12/09/2024;QPA 8450;TATITA FERNÃO DIAS;3398187;;ARLA;21,74;7,82;3,69;R$ 72,40;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
45719;12/09/2024;QUM 8566;COMBO AUTO POSTO;153699;;GASOLINA;51,47;;5,99;R$ 308,31;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
434569;12/09/2024;RMF 8H75;POSTO ZÉ RAMOS;220799;;GASOLINA;40,30;;6,09;R$ 245,43;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
310102;12/09/2024;SYR 8F16;MAHLE CAPINA;39703;;ARLA;28,00;;3,69;R$ 103,32;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
302343;13/09/2024;ASW 9991;DOM PEDRO MONTES CLAROS;883149;;DIESEL;378,01;;5,79;R$ 2.188,68;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
292248;13/09/2024;FSR 0H16;TATITA FERNÃO DIAS;179396;;GASOLINA;41,19;;5,99;R$ 246,73;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
236474;13/09/2024;FZG 4F66;ULTRAMARINO;474969;;DIESEL;26,85;4,03;6,09;R$ 159,49;R$ 5,94;#NOME?;#NOME?;;;;;;;;;;;;
286259;13/09/2024;FZG 4F66;DOM PEDRO BRAGANÇA ;475335;;DIESEL;42,35;;5,79;R$ 245,21;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
1067916;13/09/2024;FZG 5A23;POSTOS CPA;226769;;ARLA;21,19;;2,99;R$ 63,36;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
434776;13/09/2024;PZA 3995;POSTO ZÉ RAMOS;344444;;GASOLINA;30,11;;6,09;R$ 183,37;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
326756;13/09/2024;SIJ 7J52;BEIRA MINHO;45858;;DIESEL;60,74;;6,09;R$ 369,91;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
3100125;14/09/2024;AXS 9G25;POSTOS TIO ZICO;1005647;;DIESEL;170,00;;5,78;R$ 982,60;R$ 5,78;#NOME?;#NOME?;;;;;;;;;;;;
92527;14/09/2024;FZG 5A23;DOM PEDRO I 124 SUL;227422;;DIESEL;98,30;;5,79;R$ 569,16;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
92177;14/09/2024;SYJ 0E53;IMPERADOR DOM PEDRO I;54741;;DIESEL;50,93;;5,89;R$ 300,00;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
92549;14/09/2024;SYR 8F16;IMPERADOR DOM PEDRO I;40819;;DIESEL;100,00;;5,79;R$ 579,00;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
144792;16/09/2024;AXS 9G25;SIM REDE DE POSTOS;1006815;;DIESEL;310,00;;5,89;R$ 1.825,92;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
46701;16/09/2024;EWJ 1D79;COMBO AUTO POSTO;736469;;DIESEL;104,58;;6,09;R$ 636,89;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
328832;16/09/2024;QWS 8608;BEIRA MINHO;296035;;DIESEL;147,68;;6,09;R$ 899,37;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
435805;16/09/2024;SYN 6C07 ;POSTO ZÉ RAMOS;47017;;ARLA;12,29;;3,69;R$ 45,34;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
65542;17/09/2024;AXS 9G25;DOM PEDRO DE MIRACATU;1007575;;DIESEL;219,00;;5,65;R$ 1.237,35;R$ 5,65;#NOME?;#NOME?;;;;;;;;;;;;
2387225;17/09/2024;EBO 0I79;SIM REDE DE POSTOS;622402;;ARLA;24,33;;2,85;R$ 69,34;R$ 2,85;#NOME?;#NOME?;;;;;;;;;;;;
2387225;17/09/2024;EBO 0I79;SIM REDE DE POSTOS;622402;;DIESEL;349,01;;5,86;R$ 2.045,18;R$ 5,86;#NOME?;#NOME?;;;;;;;;;;;;
355845;17/09/2024;EWJ 1D79;DOM PEDRO CAMBUÍ;737010;;DIESEL;133,50;;5,69;R$ 759,62;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
293154;17/09/2024;EZT 5167;TATITA FERNÃO DIAS;243547;;GASOLINA;36,18;;5,99;R$ 216,72;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
