CUPOM;DATA;PLACA;POSTO;KM ATUAL;KM FINAL;DESCRIÇÃO DO ABASTECIMENTO;CONSUMO;DESCONTO;VALOR UNIT;CUSTO TOTAL;C/ DESC;KM Rodados ;KM/Litro;;;;;;;;;;;;
37823;26/01/2023;OQG 0668;ULTRAMARINO;912448;;DIESEL;531,36;53,14;6,18;R$ 3.230,66;R$ 6,08;3465,00;6,52;;;;;;;;;;;;
Ajuste M.;26/01/2023;PVD 2450;;588449;;DIESEL;129,60;;;R$ 0,00;R$ 0,00;2667,00;20,58;;;;;;;;;;;;
Ajuste M.;26/01/2023;PVD 2450;;589152;;DIESEL;156,20;;;R$ 0,00;R$ 0,00;703,00;4,50;;;;;;;;;;;;
158818;26/01/2023;PVD 2450;TATITA FERNÃO DIAS;589685;;DIESEL;117,30;;6,29;R$ 737,82;R$ 6,29;533,00;4,54;;;;;;;;;;;;
593768;26/01/2023;PVD 2450;GAVIÃO DA ANHANGUERA;590247;;DIESEL;133,89;;6,24;835,48;R$ 6,24;-322201,00;-2406,44;;;;;;;;;;;;
37927;26/01/2023;RUJ 4I21;ULTRAMARINO;28551;;DIESEL;65,06;6,51;6,18;R$ 395,56;R$ 6,08;-557336,00;-8566,49;;;;;;;;;;;;
Ajuste M.;27/01/2023;BPQ 3I53;;100737;;DIESEL;31,20;;;R$ 0,00;R$ 0,00;72186,00;2313,65;;;;;;;;;;;;
805809;27/01/2023;BPQ 3I53;AUTO POSTO SACI;100986;;DIESEL;33,49;;6,39;R$ 214,00;R$ 6,39;249,00;7,44;;;;;;;;;;;;
158996;27/01/2023;CMR 5893;TATITA FERNÃO DIAS;870063;;DIESEL;122,06;;6,19;R$ 755,55;R$ 6,19;770102,00;6309,21;;;;;;;;;;;;
555204;27/01/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;586796;;DIESEL;111,68;;6,04;674,04;R$ 6,04;218905,00;1960,11;;;;;;;;;;;;
158941;27/01/2023;EWJ 1D79;TATITA FERNÃO DIAS;650351;;DIESEL;153,17;;6,29;963,44;R$ 6,29;527637,00;3444,78;;;;;;;;;;;;
Ajuste M.;27/01/2023;PZA 3995;;281488;;GASOLINA;40,52;;;R$ 0,00;R$ 0,00;-84883,00;-2094,84;;;;;;;;;;;;
158965;27/01/2023;PZE 8684;TATITA FERNÃO DIAS;344344;;DIESEL;89,65;;6,29;563,90;R$ 6,29;244383,00;2725,97;;;;;;;;;;;;
Ajuste M.;27/01/2023;RMF 8H75;;119013;;GASOLINA;39,50;;;R$ 0,00;R$ 0,00;#REF!;#REF!;;;;;;;;;;;;
223956;28/01/2023;AXS 9G25;ULTRAMARINO;856053;;DIESEL;302,60;30,26;6,18;1839,81;R$ 6,08;755561,00;2496,89;;;;;;;;;;;;
Ajuste M.;28/01/2023;FZG 4F66;;368487;;DIESEL;41,52;;;R$ 0,00;R$ 0,00;-219962,00;-5297,74;;;;;;;;;;;;
158827;28/01/2023;HGJ 5319;TATITA FERNÃO DIAS;124550;;DIESEL;183,74;;6,29;R$ 1.155,72;R$ 6,29;-79182,00;-430,95;;;;;;;;;;;;
288152;30/01/2023;FZG 4F66;BEIRA MINHO;368818;;DIESEL;44,88;13,46;6,69;R$ 286,79;R$ 6,39;244268,00;5442,69;;;;;;;;;;;;
Ajuste M.;30/01/2023;PVD 2450;;590852;;DIESEL;139,50;;;R$ 0,00;R$ 0,00;562301,00;4030,83;;;;;;;;;;;;
596057;30/01/2023;PVD 2450;GAVIÃO DA ANHANGUERA;591321;;DIESEL;99,62;;6,24;R$ 621,64;R$ 6,24;469,00;4,71;;;;;;;;;;;;
510455;30/01/2023;QUM 8566;COMBO AUTO POSTO;124132;;GASOLINA;48,59;;5,22;253,65;R$ 5,22;-519930,00;-10700,13;;;;;;;;;;;;
Ajuste M.;30/01/2023;RMF 8H75;;119419;;GASOLINA;36,85;;;R$ 0,00;R$ 0,00;-4713,00;-127,90;;;;;;;;;;;;
39713;30/01/2023;RUJ 4I21;ULTRAMARINO;28857;;DIESEL;33,10;3,31;6,18;201,25;R$ 6,08;-72129,00;-2179,06;;;;;;;;;;;;
Ajuste M.;31/01/2023;BPQ 3I53;;101410;;DIESEL;80,00;;;R$ 0,00;R$ 0,00;-485386,00;-6067,33;;;;;;;;;;;;
809305;31/01/2023;BPQ 3I53;AUTO POSTO SACI;101695;;DIESEL;32,77;;6,39;R$ 209,40;R$ 6,39;285,00;8,70;;;;;;;;;;;;
159397;31/01/2023;CMR 5893;TATITA FERNÃO DIAS;870517;;DIESEL;127,52;;6,19;R$ 789,35;R$ 6,19;220166,00;1726,52;;;;;;;;;;;;
557166;31/01/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;587247;;DIESEL;119,63;;6,09;728,55;R$ 6,09;-1905,00;-15,92;;;;;;;;;;;;
159455;31/01/2023;FSR 0H16;TATITA FERNÃO DIAS;74499;;GASOLINA;51,34;;5,19;266,45;R$ 5,19;-624623,00;-12166,64;;;;;;;;;;;;
159403;31/01/2023;FZG 4F66;TATITA FERNÃO DIAS;369126;;DIESEL;46,09;;6,29;289,91;R$ 6,29;-222195,00;-4820,79;;;;;;;;;;;;
40327;31/01/2023;GGN 2B61;ULTRAMARINO;80113;;DIESEL;490,32;49,03;6,18;2981,15;R$ 6,08;52153,00;106,37;;;;;;;;;;;;
159371;31/01/2023;HGJ 5319;TATITA FERNÃO DIAS;125276;;DIESEL;174,85;;6,29;R$ 1.099,81;R$ 6,29;6263,00;35,82;;;;;;;;;;;;
289141;31/01/2023;HOB 1G50;BEIRA MINHO;645279;;DIESEL;152,36;45,71;6,69;973,58;R$ 6,39;441547,00;2898,05;;;;;;;;;;;;
Ajuste M.;31/01/2023;NYF 1166;;700845;;DIESEL;205,40;;;R$ 0,00;R$ 0,00;-167808,00;-816,98;;;;;;;;;;;;
159423;31/01/2023;NYF 1166;TATITA FERNÃO DIAS;701555;;DIESEL;186,84;;6,29;R$ 1.175,22;R$ 6,29;710,00;3,80;;;;;;;;;;;;
Ajuste M.;31/01/2023;QWS 8608;;204674;;DIESEL;72,30;;;R$ 0,00;R$ 0,00;-384478,00;-5317,81;;;;;;;;;;;;
Ajuste M.;31/01/2023;QWS 8608;;205036;;DIESEL;77,50;;;R$ 0,00;R$ 0,00;362,00;4,67;;;;;;;;;;;;
Ajuste M.;31/01/2023;QWS 8608;;205412;;DIESEL;80,23;;;R$ 0,00;R$ 0,00;376,00;4,69;;;;;;;;;;;;
159451;31/01/2023;QWS 8608;TATITA FERNÃO DIAS;205754;;DIESEL;70,76;;6,29;R$ 445,08;R$ 6,29;342,00;4,83;;;;;;;;;;;;
40264;31/01/2023;RUJ 4I21;ULTRAMARINO;29514;;DIESEL;74,10;7,41;6,18;R$ 450,53;R$ 6,08;-94618,00;-1276,88;;;;;;;;;;;;
40478;01/02/2023;AXS 9G25;ULTRAMARINO;857246;;DIESEL;391,59;39,16;6,18;2380,87;R$ 6,08;756260,00;1931,25;;;;;;;;;;;;
159627;01/02/2023;BPQ 3I53;TATITA FERNÃO DIAS;102049;;DIESEL;40,01;;6,29;R$ 251,66;R$ 6,29;-768468,00;-19206,90;;;;;;;;;;;;
141725;01/02/2023;BPQ 3I53;DOM PEDRO CAMBUÍ;102345;;DIESEL;42,70;;5,99;255,77;R$ 5,99;22232,00;520,66;;;;;;;;;;;;
Ajuste M.;01/02/2023;EZT 5167;;217264;;GASOLINA;39,80;;;R$ 0,00;R$ 0,00;#REF!;#REF!;;;;;;;;;;;;
289518;01/02/2023;FJV 3D37;BEIRA MINHO;77511;;DIESEL;89,92;;6,69;601,56;R$ 6,69;;;;;;;;;;;;;;
40460;01/02/2023;FMZ 8I54;ULTRAMARINO;176160;;DIESEL;617,49;61,75;6,18;3754,34;R$ 6,08;97396,00;157,73;;;;;;;;;;;;
40558;01/02/2023;FZG 4F66;ULTRAMARINO;369497;;DIESEL;44,13;4,41;6,18;268,31;R$ 6,08;340640,00;7719,01;;;;;;;;;;;;
290014;01/02/2023;HGJ 5319;BEIRA MINHO;125935;;DIESEL;156,93;47,08;6,69;R$ 1.002,78;R$ 6,39;-79477,00;-506,45;;;;;;;;;;;;
Ajuste M.;01/02/2023;NYF 1166;;701955;;DIESEL;123,52;;;R$ 0,00;R$ 0,00;496543,00;4019,94;;;;;;;;;;;;
482242;01/02/2023;NYF 1166;RESIDÊNCIA FUCK;702329;;DIESEL;96,20;89,63;7,04;R$ 587,62;R$ 6,11;374,00;3,89;;;;;;;;;;;;
548831;01/02/2023;NYF 1166;AUTO POSTO SERRA SUL;702507;;DIESEL;56,23;;6,29;353,69;R$ 6,29;178,00;3,17;;;;;;;;;;;;
159604;01/02/2023;QPA 8450;TATITA FERNÃO DIAS;285713;;DIESEL;170,00;;6,29;1069,30;R$ 6,29;;;;;;;;;;;;;;
Ajuste M.;01/02/2023;QWS 8608;;206197;;DIESEL;95,32;;;R$ 0,00;R$ 0,00;-651049,00;-6830,14;;;;;;;;;;;;
18954;01/02/2023;QWS 8608;DOM PEDRO LORENA;206946;;DIESEL;155,92;;5,87;R$ 915,25;R$ 5,87;749,00;4,80;;;;;;;;;;;;
Ajuste M.;01/02/2023;RMF 8H75;;119821;;GASOLINA;32,41;;;R$ 0,00;R$ 0,00;-87125,00;-2688,21;;;;;;;;;;;;
558108;02/02/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;587811;;DIESEL;141,00;;6,09;858,69;R$ 6,09;-113744,00;-806,70;;;;;;;;;;;;
290572;02/02/2023;EWJ 1D79;BEIRA MINHO;651416;;DIESEL;132,69;39,81;6,69;847,89;R$ 6,39;307072,00;2314,21;;;;;;;;;;;;
267036;02/02/2023;FSR 0H16;POSTO ZÉ RAMOS;74987;;GASOLINA;41,62;;5,19;216,01;R$ 5,19;-294139,00;-7067,25;;;;;;;;;;;;
585578;02/02/2023;PVD 2450;AUTO POSTO RVM MAX;591917;;DIESEL;132,00;;6,19;817,08;R$ 6,19;4670,00;35,38;;;;;;;;;;;;
558052;02/02/2023;PZE 8684;DOM PEDRO POUSO ALEGRE;344495;;DIESEL;28,60;;6,09;R$ 174,17;R$ 6,09;-511558,00;-17886,64;;;;;;;;;;;;
159776;02/02/2023;QWS 8608;TATITA FERNÃO DIAS;207235;;DIESEL;59,00;;6,29;371,11;R$ 6,29;-495272,00;-8394,44;;;;;;;;;;;;
297384;02/02/2023;QWS 8608;TIGRÃO DA DUTRA;207563;;DIESEL;65,87;13,17;6,27;399,80;R$ 6,07;-136932,00;-2078,98;;;;;;;;;;;;
Ajuste M.;02/02/2023;QWS 8608;;207767;;DIESEL;48,50;;;R$ 0,00;R$ 0,00;-384150,00;-7920,62;;;;;;;;;;;;
219386;02/02/2023;RUJ 4I21;DOM PEDRO DE LEME;30258;;DIESEL;89,89;;5,99;R$ 538,45;R$ 5,99;-72087,00;-801,93;;;;;;;;;;;;
Ajuste M.;03/02/2023;BPQ 3I53;;102587;;DIESEL;27,80;;;R$ 0,00;R$ 0,00;-266910,00;-9601,08;;;;;;;;;;;;
159955;03/02/2023;BPQ 3I53;TATITA FERNÃO DIAS;102829;;DIESEL;43,32;;6,18;R$ 267,72;R$ 6,18;242,00;5,59;;;;;;;;;;;;
159871;03/02/2023;CMR 5893;TATITA FERNÃO DIAS;870882;;DIESEL;113,98;;6,19;R$ 705,54;R$ 6,19;280030,00;2456,81;;;;;;;;;;;;
Ajuste M.;03/02/2023;FHI 8909;;314840;;DIESEL;119,50;;;R$ 0,00;R$ 0,00;35949,00;300,83;;;;;;;;;;;;
Ajuste M.;03/02/2023;FHI 8909;;315274;;DIESEL;124,50;;;R$ 0,00;R$ 0,00;434,00;3,49;;;;;;;;;;;;
Ajuste M.;03/02/2023;FHI 8909;;315708;;DIESEL;126,50;;;R$ 0,00;R$ 0,00;434,00;3,43;;;;;;;;;;;;
160066;03/02/2023;FHI 8909;TATITA FERNÃO DIAS;316145;;DIESEL;123,14;;6,18;R$ 761,01;R$ 6,18;437,00;3,55;;;;;;;;;;;;
291629;03/02/2023;FJV 3D37;BEIRA MINHO;77760;;DIESEL;48,56;14,57;6,69;310,30;R$ 6,39;-127276,00;-2621,00;;;;;;;;;;;;
159862;03/02/2023;FZG 4F66;TATITA FERNÃO DIAS;369828;;DIESEL;45,57;;6,29;286,64;R$ 6,29;-222089,00;-4873,47;;;;;;;;;;;;
Ajuste M.;03/02/2023;FZG 5A23;;107699;;DIESEL;190,10;;;R$ 0,00;R$ 0,00;729,00;3,83;;;;;;;;;;;;
Ajuste M.;03/02/2023;FZG 5A23;;108426;;DIESEL;195,60;;;R$ 0,00;R$ 0,00;727,00;3,72;;;;;;;;;;;;
291350;03/02/2023;FZG 5A23;BEIRA MINHO;109887;;DIESEL;222,19;66,66;6,69;R$ 1.419,79;R$ 6,39;-259610,00;-1168,41;;;;;;;;;;;;
434734;03/02/2023;HGJ 5319;DOM PEDRO ITATIAIUÇU;126618;;DIESEL;170,01;;6,09;R$ 1.035,36;R$ 6,09;24569,00;144,52;;;;;;;;;;;;
252944;03/02/2023;PVD 2450;DOM PEDRO ITAPEVA;592558;;DIESEL;142,55;;6,09;868,14;R$ 6,09;306845,00;2152,53;;;;;;;;;;;;
159939;03/02/2023;PZA 3995;TATITA FERNÃO DIAS;281892;;GASOLINA;29,28;;5,09;R$ 149,04;R$ 5,09;-310666,00;-10609,82;;;;;;;;;;;;
296530;03/02/2023;QWS 8608;TIGRÃO DA DUTRA;208124;;DIESEL;84,71;16,54;6,27;R$ 514,56;R$ 6,07;-73768,00;-870,88;;;;;;;;;;;;
267277;03/02/2023;QWS 8608;POSTO ZÉ RAMOS;208321;;DIESEL;42,53;;6,18;R$ 262,84;R$ 6,18;197,00;4,63;;;;;;;;;;;;
267277;03/02/2023;QWS 8608;POSTO ZÉ RAMOS;208321;;ARLA;25,22;;3,69;93,07;R$ 3,69;;;;;;;;;;;;;;
41843;04/02/2023;AXS 9G25;ULTRAMARINO;858088;;DIESEL;379,16;37,92;6,14;2290,12;R$ 6,04;572375,00;1509,59;;;;;;;;;;;;
Ajuste M.;05/02/2023;PZA 3995;;282519;;GASOLINA;41,50;;;R$ 0,00;R$ 0,00;-86607,00;-2086,92;;;;;;;;;;;;
Ajuste M.;05/02/2023;RMF 8H75;;120233;;GASOLINA;33,69;;;R$ 0,00;R$ 0,00;-162286,00;-4817,04;;;;;;;;;;;;
185999;06/02/2023;BPQ 3I53;POSTO JR FAISÃO;103123;;DIESEL;34,48;;6,21;214,12;R$ 6,21;-212585,00;-6165,46;;;;;;;;;;;;
114586;06/02/2023;BPQ 3I53;DOM PEDRO ATIBAIA;103479;;DIESEL;42,00;;6,09;R$ 255,78;R$ 6,09;356,00;8,48;;;;;;;;;;;;
253613;06/02/2023;CMR 5893;DOM PEDRO ITAPEVA;871842;;DIESEL;118,00;;5,99;R$ 706,82;R$ 5,99;794082,00;6729,51;;;;;;;;;;;;
559987;06/02/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;588253;;DIESEL;123,24;;6,09;750,53;R$ 6,09;513266,00;4164,77;;;;;;;;;;;;
114806;06/02/2023;EWJ 1D79;DOM PEDRO ATIBAIA;652007;;DIESEL;153,01;;6,09;931,83;R$ 6,09;591,00;3,86;;;;;;;;;;;;
160565;06/02/2023;FZG 4F66;TATITA FERNÃO DIAS;370024;;DIESEL;26,92;;6,18;166,37;R$ 6,18;262325,00;9744,25;;;;;;;;;;;;
293555;06/02/2023;FZG 4F66;BEIRA MINHO;370253;;DIESEL;27,47;8,24;6,69;175,53;R$ 6,39;-501589,00;-18259,52;;;;;;;;;;;;
Ajuste M.;06/02/2023;OQG 0668;;913870;;DIESEL;522,63;;;R$ 0,00;R$ 0,00;545383,00;1043,54;;;;;;;;;;;;
293854;06/02/2023;OQG 0668;BEIRA MINHO;915304;;DIESEL;532,81;159,84;6,69;R$ 3.404,66;R$ 6,39;1434,00;2,69;;;;;;;;;;;;
293854;06/02/2023;OQK 6717;BEIRA MINHO;915304;;ARLA;31,94;;4,99;159,37;R$ 4,99;;;;;;;;;;;;;;
Ajuste M.;06/02/2023;PZA 3995;;282981;;GASOLINA;38,00;;;R$ 0,00;R$ 0,00;-632323,00;-16640,08;;;;;;;;;;;;
512030;06/02/2023;PZE 8689;COMBO AUTO POSTO;289493;;DIESEL;72,70;;6,58;478,37;R$ 6,58;9450,00;129,98;;;;;;;;;;;;
588638;06/02/2023;RUJ 4I21;AUTO POSTO RVM MAX;30799;;DIESEL;62,04;;6,19;384,03;R$ 6,19;-79088,00;-1274,79;;;;;;;;;;;;
43485;07/02/2023;AXS 9G25;ULTRAMARINO;858996;;DIESEL;336,81;33,68;6,14;2034,33;R$ 6,04;749109,00;2224,13;;;;;;;;;;;;
160941;07/02/2023;FMZ 8I54;TATITA FERNÃO DIAS;177651;;DIESEL;632,40;;6,09;3851,32;R$ 6,09;-473765,00;-749,15;;;;;;;;;;;;
227152;07/02/2023;GGN 2B61;ULTRAMARINO;81800;;DIESEL;574,93;57,5;6,14;3472,57;R$ 6,04;-619045,00;-1076,73;;;;;;;;;;;;
Ajuste M.;07/02/2023;OOY 7286;;383484;;DIESEL;96,50;;;R$ 0,00;R$ 0,00;285995,00;2963,68;;;;;;;;;;;;
Ajuste M.;07/02/2023;OOY 7286;;384048;;DIESEL;88,21;;;R$ 0,00;R$ 0,00;564,00;6,39;;;;;;;;;;;;
Ajuste M.;07/02/2023;OOY 7286;;384611;;DIESEL;82,30;;;R$ 0,00;R$ 0,00;563,00;6,84;;;;;;;;;;;;
294278;07/02/2023;OOY 7286;BEIRA MINHO;385190;;DIESEL;90,38;27,11;6,69;R$ 577,53;R$ 6,39;579,00;6,41;;;;;;;;;;;;
Ajuste M.;07/02/2023;PVD 2450;;593002;;DIESEL;111,20;;;R$ 0,00;R$ 0,00;466384,00;4194,10;;;;;;;;;;;;
Ajuste M.;07/02/2023;PZA 3995;;283446;;GASOLINA;39,52;;;R$ 0,00;R$ 0,00;-309556,00;-7832,89;;;;;;;;;;;;
Ajuste M.;07/02/2023;PZE 8684;;345038;;DIESEL;99,52;;;R$ 0,00;R$ 0,00;29764,00;299,08;;;;;;;;;;;;
160828;07/02/2023;PZE 8684;TATITA FERNÃO DIAS;345581;;DIESEL;103,84;;6,18;R$ 641,73;R$ 6,18;543,00;5,23;;;;;;;;;;;;
112278;07/02/2023;QPA 8450;DOM PEDRO ATIBAIA;286655;;DIESEL;197,21;;6,09;1201,01;R$ 6,09;69391,00;351,86;;;;;;;;;;;;
Ajuste M.;07/02/2023;QQM 5087;;226864;;DIESEL;77,52;;;R$ 0,00;R$ 0,00;126618,00;1633,36;;;;;;;;;;;;
Ajuste M.;07/02/2023;QQM 5087;;227440;;DIESEL;76,30;;;R$ 0,00;R$ 0,00;576,00;7,55;;;;;;;;;;;;
160802;07/02/2023;QQM 5087;TATITA FERNÃO DIAS;228041;;DIESEL;85,02;;6,18;R$ 525,42;R$ 6,18;601,00;7,07;;;;;;;;;;;;
253805;07/02/2023;QWS 8608;DOM PEDRO ITAPEVA;208721;;DIESEL;90,40;;6,09;550,54;R$ 6,09;-107424,00;-1188,31;;;;;;;;;;;;
Ajuste M.;07/02/2023;RMF 8H75;;120654;;GASOLINA;39,50;;;R$ 0,00;R$ 0,00;-88067,00;-2229,54;;;;;;;;;;;;
43424;07/02/2023;RUJ 4I21;ULTRAMARINO;31422;;DIESEL;75,31;7,53;6,14;R$ 454,87;R$ 6,04;-338831,00;-4499,15;;;;;;;;;;;;
560968;08/02/2023;CPN 1798;DOM PEDRO POUSO ALEGRE;588690;;DIESEL;110,00;;5,99;658,90;R$ 5,99;437,00;3,97;;;;;;;;;;;;
254119;08/02/2023;EWJ 1D79;DOM PEDRO ITAPEVA;652459;;DIESEL;115,40;;6,09;702,79;R$ 6,09;452,00;3,92;;;;;;;;;;;;
295470;08/02/2023;FJV 3D37;BEIRA MINHO;78307;;DIESEL;104,81;;6,69;R$ 701,18;R$ 6,69;-130014,00;-1240,47;;;;;;;;;;;;
161162;08/02/2023;FMZ 8I54;TATITA FERNÃO DIAS;178037;;DIESEL;186,91;;6,09;R$ 1.138,28;R$ 6,09;386,00;2,07;;;;;;;;;;;;
268071;08/02/2023;FSR 0H16;POSTO ZÉ RAMOS;75132;;GASOLINA;12,38;;5,09;63,01;R$ 5,09;-27455,00;-2217,87;;;;;;;;;;;;
295526;08/02/2023;HGJ 5319;BEIRA MINHO;127335;;DIESEL;154,31;46,29;6,69;R$ 986,04;R$ 6,39;7102,00;46,02;;;;;;;;;;;;
Ajuste M.;08/02/2023;HOB 1G50;;646026;;DIESEL;181,56;;;R$ 0,00;R$ 0,00;520091,00;2864,52;;;;;;;;;;;;
161056;08/02/2023;HOB 1G50;TATITA FERNÃO DIAS;646773;;DIESEL;182,63;;5,99;R$ 1.093,95;R$ 5,99;747,00;4,09;;;;;;;;;;;;
590621;08/02/2023;PVD 2450;AUTO POSTO RVM MAX;593594;;DIESEL;124,39;;6,19;R$ 769,97;R$ 6,19;-53179,00;-427,52;;;;;;;;;;;;
436272;08/02/2023;QPA 8450;DOM PEDRO ITATIAIUÇU;287675;;DIESEL;180,00;;5,99;1078,20;R$ 5,99;-301015,00;-1672,31;;;;;;;;;;;;
560570;08/02/2023;QQM 5087;DOM PEDRO POUSO ALEGRE;228587;;DIESEL;68,63;;6,09;417,98;R$ 6,09;-156603,00;-2281,74;;;;;;;;;;;;
512500;08/02/2023;QUM 8566;COMBO AUTO POSTO;124660;;GASOLINA;51,44;;5,22;268,52;R$ 5,22;44547,00;865,98;;;;;;;;;;;;
161362;09/02/2023;BPQ 3I53;TATITA FERNÃO DIAS;103755;;DIESEL;42,05;;6,09;256,08;R$ 6,09;-811549,00;-19300,08;;;;;;;;;;;;
Ajuste M.;09/02/2023;FSR 0H16;;75789;;GASOLINA;42,00;;;R$ 0,00;R$ 0,00;-308822,00;-7352,90;;;;;;;;;;;;
161280;09/02/2023;FZG 4F66;TATITA FERNÃO DIAS;370572;;DIESEL;46,15;;6,09;281,05;R$ 6,09;-544732,00;-11803,77;;;;;;;;;;;;
Ajuste M.;09/02/2023;QMQ 5351;;336168;;DIESEL;206,30;;;R$ 0,00;R$ 0,00;-533356,00;-2585,34;;;;;;;;;;;;
296187;09/02/2023;QMQ 5351;BEIRA MINHO;337138;;DIESEL;192,34;57,7;6,69;R$ 1.229,05;R$ 6,39;970,00;5,04;;;;;;;;;;;;
52538;09/02/2023;QWS 8608;DOM PEDRO ITATIAIUÇU;209270;;DIESEL;120,35;;5,99;720,90;R$ 5,99;549,00;4,56;;;;;;;;;;;;
Ajuste M.;09/02/2023;RMF 8H75;;121090;;GASOLINA;37,42;;;R$ 0,00;R$ 0,00;-88180,00;-2356,49;;;;;;;;;;;;
591184;09/02/2023;RUJ 4I21;AUTO POSTO RVM MAX;32031;;DIESEL;69,72;;6,19;431,57;R$ 6,19;-146006,00;-2094,15;;;;;;;;;;;;
45047;10/02/2023;AXS 9G25;ULTRAMARINO;860021;;DIESEL;516,29;51,63;5,87;2978,99;R$ 5,77;474831,00;919,70;;;;;;;;;;;;
Ajuste M.;10/02/2023;FHI 8909;;316732;;DIESEL;136,40;;;R$ 0,00;R$ 0,00;209033,00;1532,50;;;;;;;;;;;;
297159;10/02/2023;FHI 8909;BEIRA MINHO;317320;;DIESEL;135,04;40,51;6,39;R$ 822,40;R$ 6,09;588,00;4,35;;;;;;;;;;;;
44793;10/02/2023;FSR 0H16;ULTRAMARINO;76376;;GASOLINA;36,72;;4,99;R$ 183,23;R$ 4,99;-240944,00;-6561,66;;;;;;;;;;;;
161442;10/02/2023;FZG 4F66;TATITA FERNÃO DIAS;370872;;DIESEL;40,29;;6,09;245,37;R$ 6,09;33734,00;837,26;;;;;;;;;;;;
117207;10/02/2023;OQG 0668;DOM PEDRO ATIBAIA;916876;;DIESEL;565,00;;5,89;3327,85;R$ 5,89;813397,00;1439,64;;;;;;;;;;;;
372692;10/02/2023;PVD 2450;DOM PEDRO ESTIVA;594394;;DIESEL;135,00;;5,89;795,15;R$ 5,89;385673,00;2856,84;;;;;;;;;;;;
161564;10/02/2023;PZA 3995;TATITA FERNÃO DIAS;283770;;GASOLINA;28,03;;5,09;R$ 142,67;R$ 5,09;-310624,00;-11082,24;;;;;;;;;;;;
513056;10/02/2023;QNU 5805;COMBO AUTO POSTO;294574;;DIESEL;82,75;;6,58;544,50;R$ 6,58;;;;;;;;;;;;;;
561985;10/02/2023;QPA 8450;DOM PEDRO POUSO ALEGRE;288861;;DIESEL;191,52;;5,89;1128,05;R$ 5,89;161526,00;843,39;;;;;;;;;;;;
161419;10/02/2023;QWS 8608;TATITA FERNÃO DIAS;209630;;DIESEL;75,68;;6,09;460,89;R$ 6,09;-161242,00;-2130,58;;;;;;;;;;;;
111392;11/02/2023;OQG 0668;DOM PEDRO ATIBAIA;918286;;DIESEL;508,00;;6,09;3093,72;R$ 6,09;623712,00;1227,78;;;;;;;;;;;;
46330;12/02/2023;CPN 1798;ULTRAMARINO;589260;;DIESEL;144,81;14,48;5,87;835,55;R$ 5,77;-4334,00;-29,93;;;;;;;;;;;;
145497;12/02/2023;FZG 4F66;DOM PEDRO CAMBUÍ;371260;;DIESEL;51,03;;5,79;295,46;R$ 5,79;-488761,00;-9577,91;;;;;;;;;;;;
Ajuste M.;12/02/2023;RMF 8H75;;121505;;GASOLINA;36,50;;;R$ 0,00;R$ 0,00;-249755,00;-6842,60;;;;;;;;;;;;
46543;13/02/2023;FSR 0H16;ULTRAMARINO;76898;;GASOLINA;44,55;;4,99;222,30;R$ 4,99;-293974,00;-6598,74;;;;;;;;;;;;
161988;13/02/2023;PZE 8684;TATITA FERNÃO DIAS;346168;;DIESEL;112,30;;6,09;683,91;R$ 6,09;-246834,00;-2197,99;;;;;;;;;;;;
161991;13/02/2023;QWS 8608;TATITA FERNÃO DIAS;210111;;DIESEL;98,53;;6,09;600,05;R$ 6,09;133735,00;1357,30;;;;;;;;;;;;
46376;13/02/2023;RUJ 4I21;ULTRAMARINO;32665;;DIESEL;72,58;7,26;5,87;418,78;R$ 5,77;-71090,00;-979,47;;;;;;;;;;;;
300176;14/02/2023;EWJ 1D79;BEIRA MINHO;653061;;DIESEL;153,88;46,16;6,39;937,13;R$ 6,09;6288,00;40,86;;;;;;;;;;;;
47186;14/02/2023;GGN 2B61;ULTRAMARINO;83448;;DIESEL;562,18;56,22;5,87;3243,78;R$ 5,77;-262133,00;-466,28;;;;;;;;;;;;
299779;14/02/2023;HOB 1G50;BEIRA MINHO;647347;;DIESEL;126,64;37,99;6,39;771,24;R$ 6,09;469310,00;3705,86;;;;;;;;;;;;
221628;14/02/2023;PVD 2450;DOM PEDRO DE LEME;595135;;DIESEL;161,76;;5,69;920,40;R$ 5,69;311365,00;1924,89;;;;;;;;;;;;
513863;14/02/2023;QNU 5805;COMBO AUTO POSTO;295145;;DIESEL;73,71;;6,58;485,01;R$ 6,58;85515,00;1160,15;;;;;;;;;;;;
46961;14/02/2023;RUJ 4I21;ULTRAMARINO;33302;;DIESEL;67,96;6,8;5,87;392,13;R$ 5,77;-50146,00;-737,86;;;;;;;;;;;;
47437;15/02/2023;AXS 9G25;ULTRAMARINO;861040;;DIESEL;313,10;31,31;5,87;1806,59;R$ 5,77;523902,00;1673,27;;;;;;;;;;;;
120352;15/02/2023;CMR 5893;DOM PEDRO ATIBAIA;871940;;DIESEL;31,00;;5,59;R$ 173,29;R$ 5,59;768461,00;24789,06;;;;;;;;;;;;
301089;15/02/2023;CPN 1798;BEIRA MINHO;589813;;DIESEL;135,00;40,5;6,39;822,15;R$ 6,09;468308,00;3468,95;;;;;;;;;;;;
